local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000003,Barnet,E01000188,Barnet 014C,810000,802500
E09000003,Barnet,E01000200,Barnet 028B,710000,712500
E09000007,Camden,E01000873,Camden 005C,761600,700000
E09000012,Hackney,E01001835,Hackney 014F,617500,612500
E09000024,Merton,E01003478,Merton 001E,990000,1000000
E09000033,Westminster,E01004648,Westminster 002B,730000,933000
E09000033,Westminster,E01004729,Westminster 003E,875000,1980000
E09000033,Westminster,E01004743,Westminster 021B,1111750,495000
E09000033,Westminster,E01004747,Westminster 021E,800000,830000
E09000007,Camden,E01000903,Camden 006E,550000,986250
E09000011,Greenwich,E01033746,Greenwich 038E,720000,910000
E09000027,Richmond upon Thames,E01003808,Richmond upon Thames 005C,933000,867500
E09000020,Kensington and Chelsea,E01002850,Kensington and Chelsea 013D,1025000,
E09000033,Westminster,E01004695,Westminster 017C,423500,700000
E09000005,Brent,E01000532,Brent 033C,837500,952500
E09000013,Hammersmith and Fulham,E01001899,Hammersmith and Fulham 013D,552500,
E09000020,Kensington and Chelsea,E01002845,Kensington and Chelsea 019B,790000,825000
E09000027,Richmond upon Thames,E01003813,Richmond upon Thames 019B,937500,767500
E09000030,Tower Hamlets,E01004232,Tower Hamlets 003C,718000,932500
E09000009,Ealing,E01001300,Ealing 039A,870000,795000
E09000006,Bromley,E01000650,Bromley 022A,797500,1145000
E09000010,Enfield,E01001531,Enfield 028B,875000,685000
E09000024,Merton,E01003457,Merton 006C,921050,960000
E09000032,Wandsworth,E01004559,Wandsworth 015D,1346250,1475000
E09000010,Enfield,E01001535,Enfield 028E,610000,700000
E09000016,Havering,E01002271,Havering 015B,807500,765000
E09000020,Kensington and Chelsea,E01002893,Kensington and Chelsea 017C,750000,830000
E09000022,Lambeth,E01003033,Lambeth 019E,987500,765000
E09000027,Richmond upon Thames,E01003800,Richmond upon Thames 001D,1152500,2000000
E09000032,Wandsworth,E01004618,Wandsworth 032D,871000,980000
E09000009,Ealing,E01001230,Ealing 031B,900000,840000
E09000020,Kensington and Chelsea,E01002913,Kensington and Chelsea 021E,1075000,1010000
E09000001,City of London,E01032739,City of London 001F,585000,712000
E09000007,Camden,E01000888,Camden 006C,944000,560000
E09000008,Croydon,E01001094,Croydon 038E,944500,925000
E09000012,Hackney,E01001819,Hackney 020E,1195000,1250000
E09000013,Hammersmith and Fulham,E01001888,Hammersmith and Fulham 018A,905000,1080000
E09000007,Camden,E01000883,Camden 008C,1325000,810000
E09000009,Ealing,E01001197,Ealing 021B,650000,675000
E09000012,Hackney,E01033708,Hackney 027G,707500,1090328
E09000020,Kensington and Chelsea,E01002841,Kensington and Chelsea 021B,,1015000
E09000024,Merton,E01003385,Merton 011C,867500,1129000
E09000007,Camden,E01000919,Camden 028D,945000,1212500
E09000014,Haringey,E01001987,Haringey 033C,850000,820000
E09000019,Islington,E01002707,Islington 022B,605000,865250
E09000007,Camden,E01000914,Camden 028B,782225,910000
E09000001,City of London,E01000001,City of London 001A,985000,820000
E09000013,Hammersmith and Fulham,E01001884,Hammersmith and Fulham 017E,630000,1250000
E09000014,Haringey,E01001965,Haringey 009C,602500,1011250
E09000019,Islington,E01002729,Islington 021E,975000,1910000
E09000020,Kensington and Chelsea,E01002829,Kensington and Chelsea 004A,895000,1892500
E09000026,Redbridge,E01003747,Redbridge 001D,950000,1010000
E09000003,Barnet,E01000209,Barnet 035B,995000,880000
E09000020,Kensington and Chelsea,E01002869,Kensington and Chelsea 009E,1200000,1180000
E09000022,Lambeth,E01003078,Lambeth 014E,922500,1140000
E09000007,Camden,E01000865,Camden 015B,833500,1697500
E09000032,Wandsworth,E01004512,Wandsworth 019B,757000,1050000
E09000019,Islington,E01002791,Islington 016E,685500,1770000
E09000026,Redbridge,E01003780,Redbridge 014G,875000,980000
E09000019,Islington,E01002718,Islington 014B,598750,750000
E09000032,Wandsworth,E01004597,Wandsworth 025C,940000,1000000
E09000024,Merton,E01003458,Merton 006D,695000,777500
E09000016,Havering,E01002270,Havering 015A,987500,990000
E09000033,Westminster,E01004681,Westminster 016A,768300,800000
E09000003,Barnet,E01000145,Barnet 037A,887500,950000
E09000007,Camden,E01000847,Camden 014D,1625000,1480000
E09000019,Islington,E01002706,Islington 023E,800000,816475
E09000006,Bromley,E01000667,Bromley 033C,867000,675000
E09000020,Kensington and Chelsea,E01002897,Kensington and Chelsea 020D,792500,673000
E09000007,Camden,E01000886,Camden 006A,885000,762500
E09000013,Hammersmith and Fulham,E01001905,Hammersmith and Fulham 022B,1050000,1000000
E09000030,Tower Hamlets,E01004314,Tower Hamlets 006B,950000,967500
E09000015,Harrow,E01002112,Harrow 001A,925000,905500
E09000003,Barnet,E01000135,Barnet 038A,910000,1530000
E09000003,Barnet,E01000212,Barnet 035D,933000,892500
E09000005,Brent,E01000555,Brent 015C,1185000,1080000
E09000007,Camden,E01000946,Camden 021B,780000,800000
E09000027,Richmond upon Thames,E01003857,Richmond upon Thames 003F,909975,905000
E09000033,Westminster,E01004745,Westminster 021C,1963200,710000
E09000032,Wandsworth,E01004594,Wandsworth 020D,950000,1127000
E09000032,Wandsworth,E01004587,Wandsworth 009D,1010000,1000000
E09000020,Kensington and Chelsea,E01002894,Kensington and Chelsea 017D,1225000,872500
E09000027,Richmond upon Thames,E01003849,Richmond upon Thames 002C,907500,1019250
E09000033,Westminster,E01004706,Westminster 006B,1000000,965000
E09000033,Westminster,E01004738,Westminster 024D,1170000,1175000
E09000032,Wandsworth,E01004514,Wandsworth 012C,1015000,1134304
E09000013,Hammersmith and Fulham,E01001889,Hammersmith and Fulham 014A,860000,955250
E09000033,Westminster,E01004705,Westminster 007D,1050000,1125000
E09000007,Camden,E01000913,Camden 001E,1042475,1550000
E09000003,Barnet,E01000181,Barnet 029D,945000,957000
E09000011,Greenwich,E01001642,Greenwich 038C,700000,900000
E09000027,Richmond upon Thames,E01003866,Richmond upon Thames 007A,815000,942500
E09000009,Ealing,E01001231,Ealing 027A,495000,515000
E09000018,Hounslow,E01002569,Hounslow 001A,849750,1150000
E09000033,Westminster,E01004737,Westminster 024C,905000,1532000
E09000032,Wandsworth,E01004605,Wandsworth 006B,1050000,1211100
E09000003,Barnet,E01000311,Barnet 034D,1010000,1060000
E09000021,Kingston upon Thames,E01003010,Kingston upon Thames 001E,850000,1107500
E09000027,Richmond upon Thames,E01033571,Richmond upon Thames 004H,1250000,1347500
E09000024,Merton,E01003443,Merton 010B,997500,1055000
E09000013,Hammersmith and Fulham,E01001864,Hammersmith and Fulham 006E,620000,910000
E09000013,Hammersmith and Fulham,E01001919,Hammersmith and Fulham 018E,1000000,1675000
E09000020,Kensington and Chelsea,E01002848,Kensington and Chelsea 015C,733500,855000
E09000019,Islington,E01002724,Islington 022D,862500,770000
E09000020,Kensington and Chelsea,E01002832,Kensington and Chelsea 004D,932500,940000
E09000019,Islington,E01002801,Islington 020C,841055,987500
E09000003,Barnet,E01000144,Barnet 038C,925000,490000
E09000003,Barnet,E01000205,Barnet 035A,783500,905000
E09000005,Brent,E01000492,Brent 030C,1025000,1570000
E09000006,Bromley,E01000830,Bromley 021C,832500,1150000
E09000007,Camden,E01000922,Camden 007E,485000,899950
E09000019,Islington,E01033489,Islington 022G,882500,837500
E09000022,Lambeth,E01003112,Lambeth 002E,549950,679000
E09000027,Richmond upon Thames,E01003859,Richmond upon Thames 005E,1061008,1055000
E09000028,Southwark,E01032834,Southwark 003K,1205000,682500
E09000033,Westminster,E01004694,Westminster 016C,690000,995000
E09000033,Westminster,E01033594,Westminster 015G,1125000,830000
E09000020,Kensington and Chelsea,E01002847,Kensington and Chelsea 015B,835000,755000
E09000019,Islington,E01002785,Islington 008B,880000,635000
E09000007,Camden,E01000966,Camden 016D,895000,810500
E09000009,Ealing,E01001382,Ealing 032B,855000,830000
E09000033,Westminster,E01004733,Westminster 020C,950600,925000
E09000033,Westminster,E01004680,Westminster 015A,1690000,1820000
E09000027,Richmond upon Thames,E01003822,Richmond upon Thames 023A,968750,1125000
E09000032,Wandsworth,E01004479,Wandsworth 017C,1200000,1237500
E09000003,Barnet,E01000263,Barnet 016C,980000,1165000
E09000007,Camden,E01000871,Camden 005A,730000,817500
E09000018,Hounslow,E01002580,Hounslow 008C,589000,825000
E09000007,Camden,E01000882,Camden 008B,1250000,973750
E09000003,Barnet,E01000210,Barnet 033E,1060000,1103750
E09000003,Barnet,E01000276,Barnet 020A,872500,910000
E09000007,Camden,E01000874,Camden 005D,817000,758500
E09000020,Kensington and Chelsea,E01002899,Kensington and Chelsea 018A,820000,640000
E09000033,Westminster,E01004700,Westminster 016E,1209000,717500
E09000032,Wandsworth,E01004557,Wandsworth 015B,955000,958698
E09000033,Westminster,E01033608,Westminster 007G,795000,874975
E09000003,Barnet,E01000283,Barnet 012C,850000,1080000
E09000014,Haringey,E01002024,Haringey 022D,1121000,790000
E09000032,Wandsworth,E01004583,Wandsworth 001D,782500,670000
E09000024,Merton,E01003400,Merton 003A,745000,645375
E09000029,Sutton,E01032623,Sutton 025E,1100000,950000
E09000007,Camden,E01000845,Camden 014B,742500,872500
E09000007,Camden,E01000856,Camden 019A,860000,
E09000009,Ealing,E01001386,Ealing 031F,880000,895000
E09000019,Islington,E01002792,Islington 017E,950000,827500
E09000020,Kensington and Chelsea,E01002876,Kensington and Chelsea 003A,822500,1775000
E09000032,Wandsworth,E01004542,Wandsworth 021D,945000,1406750
E09000033,Westminster,E01033600,Westminster 007F,662500,1125000
E09000005,Brent,E01000584,Brent 033E,950000,1000000
E09000013,Hammersmith and Fulham,E01001879,Hammersmith and Fulham 019A,585000,723500
E09000028,Southwark,E01004073,Southwark 031C,690000,1350000
E09000013,Hammersmith and Fulham,E01001928,Hammersmith and Fulham 011A,690000,1569000
E09000020,Kensington and Chelsea,E01002875,Kensington and Chelsea 007E,6053000,7050000
E09000019,Islington,E01002719,Islington 016B,815000,820000
E09000007,Camden,E01000953,Camden 022B,1110000,1062375
E09000032,Wandsworth,E01004596,Wandsworth 020E,735000,998250
E09000027,Richmond upon Thames,E01003864,Richmond upon Thames 002F,650000,922500
E09000020,Kensington and Chelsea,E01002878,Kensington and Chelsea 003C,855000,826250
E09000030,Tower Hamlets,E01004306,Tower Hamlets 015A,608000,597000
E09000033,Westminster,E01004699,Westminster 017F,962500,1060000
E09000033,Westminster,E01004748,Westminster 020E,1342500,1000000
E09000003,Barnet,E01000225,Barnet 037F,1100000,1055000
E09000003,Barnet,E01000253,Barnet 007B,1185000,1337500
E09000005,Brent,E01000493,Brent 030D,955000,1290000
E09000009,Ealing,E01001227,Ealing 019D,505000,695000
E09000032,Wandsworth,E01004554,Wandsworth 009A,870000,822250
E09000006,Bromley,E01000645,Bromley 007A,895000,1040000
E09000024,Merton,E01003472,Merton 001A,1077000,1111250
E09000014,Haringey,E01002009,Haringey 035D,1250000,895000
E09000007,Camden,E01000849,Camden 011D,727500,783750
E09000018,Hounslow,E01002582,Hounslow 008E,1000000,940000
E09000027,Richmond upon Thames,E01003868,Richmond upon Thames 007B,607500,694000
E09000019,Islington,E01033494,Islington 006G,632500,1380000
E09000033,Westminster,E01004726,Westminster 003C,1091000,1100000
E09000033,Westminster,E01004717,Westminster 011D,1042500,1270000
E09000007,Camden,E01000927,Camden 007F,957500,965000
E09000014,Haringey,E01001996,Haringey 014C,436250,1305000
E09000013,Hammersmith and Fulham,E01001915,Hammersmith and Fulham 024A,801250,832500
E09000007,Camden,E01000848,Camden 011C,1002500,1280000
E09000027,Richmond upon Thames,E01003801,Richmond upon Thames 001E,1070000,1010000
E09000020,Kensington and Chelsea,E01002833,Kensington and Chelsea 007A,1160000,1000000
E09000012,Hackney,E01001829,Hackney 009C,940000,1225000
E09000018,Hounslow,E01002571,Hounslow 007A,680003,970000
E09000033,Westminster,E01004715,Westminster 013A,800000,750000
E09000024,Merton,E01003476,Merton 003D,835000,1105000
E09000022,Lambeth,E01003028,Lambeth 019C,690000,1547500
E09000009,Ealing,E01001224,Ealing 019B,1142500,1396250
E09000013,Hammersmith and Fulham,E01001866,Hammersmith and Fulham 012A,1231250,1325000
E09000033,Westminster,E01033606,Westminster 014F,1041000,952500
E09000026,Redbridge,E01003745,Redbridge 001B,941250,1007500
E09000007,Camden,E01000892,Camden 006D,750000,957000
E09000019,Islington,E01002798,Islington 018C,987500,1210000
E09000020,Kensington and Chelsea,E01002843,Kensington and Chelsea 021D,,1070000
E09000032,Wandsworth,E01004582,Wandsworth 001C,945000,1485000
E09000033,Westminster,E01004712,Westminster 008C,3286563,1300000
E09000003,Barnet,E01000280,Barnet 007D,995000,1220000
E09000007,Camden,E01000878,Camden 004A,1015000,1095000
E09000013,Hammersmith and Fulham,E01032790,Hammersmith and Fulham 023F,1004000,855000
E09000027,Richmond upon Thames,E01003854,Richmond upon Thames 003C,895000,1150000
E09000028,Southwark,E01004072,Southwark 030E,695000,1375000
E09000032,Wandsworth,E01004629,Wandsworth 020F,965500,1220000
E09000033,Westminster,E01004701,Westminster 007A,855000,1150000
E09000033,Westminster,E01004731,Westminster 020A,1400000,1277500
E09000033,Westminster,E01004749,Westminster 022B,878000,1030000
E09000020,Kensington and Chelsea,E01002885,Kensington and Chelsea 006D,1050000,1100000
E09000033,Westminster,E01004751,Westminster 022C,895000,713000
E09000013,Hammersmith and Fulham,E01001929,Hammersmith and Fulham 009D,1064500,1317500
E09000033,Westminster,E01004660,Westminster 008B,1250000,1700000
E09000027,Richmond upon Thames,E01003880,Richmond upon Thames 016A,937000,1237500
E09000007,Camden,E01000881,Camden 008A,1318000,845000
E09000020,Kensington and Chelsea,E01002912,Kensington and Chelsea 020E,995000,926500
E09000014,Haringey,E01001992,Haringey 017B,570000,1400000
E09000024,Merton,E01003462,Merton 002B,1087375,1230000
E09000007,Camden,E01000893,Camden 002A,885000,1020000
E09000013,Hammersmith and Fulham,E01001934,Hammersmith and Fulham 025B,850000,677500
E09000010,Enfield,E01001417,Enfield 011B,1400000,1250000
E09000013,Hammersmith and Fulham,E01001921,Hammersmith and Fulham 020B,1265000,1300000
E09000033,Westminster,E01004744,Westminster 020D,817500,830000
E09000032,Wandsworth,E01004599,Wandsworth 025E,1015000,1185000
E09000013,Hammersmith and Fulham,E01001937,Hammersmith and Fulham 025C,1310000,777500
E09000013,Hammersmith and Fulham,E01032789,Hammersmith and Fulham 023E,660000,740000
E09000021,Kingston upon Thames,E01002959,Kingston upon Thames 002E,1160000,1292500
E09000027,Richmond upon Thames,E01003858,Richmond upon Thames 003G,1200000,1198500
E09000033,Westminster,E01004647,Westminster 001A,2100000,750000
E09000013,Hammersmith and Fulham,E01001939,Hammersmith and Fulham 023C,1200000,303000
E09000018,Hounslow,E01002689,Hounslow 007E,1290000,1180000
E09000022,Lambeth,E01033208,Lambeth 004G,850000,682500
E09000013,Hammersmith and Fulham,E01001901,Hammersmith and Fulham 019B,1257500,1395000
E09000033,Westminster,E01033597,Westminster 023F,991250,747500
E09000024,Merton,E01003464,Merton 002C,1370000,1180000
E09000003,Barnet,E01000272,Barnet 008B,1110000,1322500
E09000013,Hammersmith and Fulham,E01001956,Hammersmith and Fulham 003B,890000,442000
E09000009,Ealing,E01001375,Ealing 034A,1145000,1040000
E09000027,Richmond upon Thames,E01003851,Richmond upon Thames 002D,975000,1360000
E09000013,Hammersmith and Fulham,E01001923,Hammersmith and Fulham 020D,1000000,1160000
E09000007,Camden,E01000860,Camden 018D,1120000,1275000
E09000013,Hammersmith and Fulham,E01001948,Hammersmith and Fulham 021B,1117500,820000
E09000013,Hammersmith and Fulham,E01001916,Hammersmith and Fulham 024B,1325000,1390000
E09000020,Kensington and Chelsea,E01002835,Kensington and Chelsea 016C,1445000,850000
E09000027,Richmond upon Thames,E01003798,Richmond upon Thames 001B,1070000,1224157
E09000033,Westminster,E01004707,Westminster 006C,1015000,1077500
E09000020,Kensington and Chelsea,E01002910,Kensington and Chelsea 019C,757500,1040000
E09000028,Southwark,E01004074,Southwark 031D,867500,1368125
E09000007,Camden,E01000918,Camden 028C,693750,1325000
E09000022,Lambeth,E01003072,Lambeth 014A,1075000,977500
E09000021,Kingston upon Thames,E01002956,Kingston upon Thames 002D,870000,1117500
E09000007,Camden,E01000895,Camden 002C,701012,1111250
E09000020,Kensington and Chelsea,E01002849,Kensington and Chelsea 017B,930000,1165000
E09000032,Wandsworth,E01004638,Wandsworth 011B,1860000,1200000
E09000007,Camden,E01000844,Camden 011B,1055000,866000
E09000007,Camden,E01000877,Camden 005E,837500,823500
E09000018,Hounslow,E01002575,Hounslow 001E,935000,1550000
E09000009,Ealing,E01001379,Ealing 034C,1135000,1100000
E09000033,Westminster,E01004649,Westminster 001B,1442500,1236000
E09000029,Sutton,E01004114,Sutton 025D,875000,877500
E09000020,Kensington and Chelsea,E01002898,Kensington and Chelsea 017E,1160000,1300000
E09000028,Southwark,E01003935,Southwark 002D,,
E09000033,Westminster,E01004734,Westminster 018A,1825000,905000
E09000019,Islington,E01002740,Islington 013B,752500,925000
E09000020,Kensington and Chelsea,E01002815,Kensington and Chelsea 011B,970000,650000
E09000003,Barnet,E01000201,Barnet 028C,1500000,1554000
E09000007,Camden,E01000971,Camden 010C,1212500,1132625
E09000020,Kensington and Chelsea,E01002828,Kensington and Chelsea 008E,950000,2410000
E09000019,Islington,E01002794,Islington 020B,768750,1250000
E09000007,Camden,E01000850,Camden 026A,942500,725000
E09000022,Lambeth,E01003026,Lambeth 019A,755000,855000
E09000033,Westminster,E01004714,Westminster 011B,1345000,1362500
E09000033,Westminster,E01004727,Westminster 008D,1450000,795000
E09000014,Haringey,E01002021,Haringey 022C,1050000,1325000
E09000033,Westminster,E01004662,Westminster 012D,1150000,960000
E09000018,Hounslow,E01002578,Hounslow 007D,1300000,1370000
E09000027,Richmond upon Thames,E01003878,Richmond upon Thames 006D,,535000
E09000013,Hammersmith and Fulham,E01001951,Hammersmith and Fulham 021E,1050000,1138500
E09000032,Wandsworth,E01004544,Wandsworth 021E,1185000,873750
E09000033,Westminster,E01004654,Westminster 014B,850000,1440000
E09000033,Westminster,E01004735,Westminster 018B,1010000,1945500
